Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap
41,585,455,0.777778,0.302469,1.55556,65,0.572769,0.736417
5,109,101,0.926606,0.429299,1.85321,4,0.391889,0.42293
374,17415,13355,0.766868,0.294043,1.53374,2030,1.27986,1.66894
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
59,1294,1150,0.888717,0.394909,1.77743,72,0.392106,0.441204
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
89,1911,1395,0.729984,0.266439,1.45997,258,0.883403,1.21017
1718,135718,54752,0.403425,0.0813758,0.806849,40483,4.59101,11.3801
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
43,937,821,0.876201,0.383864,1.7524,58,0.453817,0.517938
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
87,1613,1297,0.804092,0.323282,1.60818,158,0.56613,0.704062
314,12373,9735,0.786794,0.309522,1.57359,1319,1.02642,1.30456
2,63,61,0.968254,0.468758,1.93651,1,0.276827,0.285904
3147,232161,99403,0.428164,0.0916622,0.856328,66379,3.93097,9.181
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
183,4084,2944,0.720862,0.259821,1.44172,570,0.862528,1.19652
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145
398,22818,12512,0.548339,0.150338,1.09668,5153,2.97071,5.41765
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
3,71,67,0.943662,0.445249,1.88732,2,0.358938,0.380367
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
994,151212,119022,0.78712,0.309779,1.57424,16095,3.12615,3.97163
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
57,1707,1563,0.915641,0.4192,1.83128,72,0.39077,0.426771
4,198,188,0.949495,0.45077,1.89899,5,0.543749,0.572672
37,869,739,0.850403,0.361592,1.70081,65,0.597634,0.702766
129,2807,2081,0.741361,0.274808,1.48272,363,0.816018,1.1007
858,47803,27727,0.580026,0.168215,1.16005,10038,2.50014,4.31038
1710,139593,55573,0.398107,0.0792447,0.796215,42010,4.7751,11.9945
468,22599,11695,0.517501,0.133904,1.035,5452,2.67554,5.17011
187,2558,1596,0.623925,0.194641,1.24785,481,0.754736,1.20966
3253,222565,106685,0.479343,0.114885,0.958686,57940,3.33079,6.94865
26,889,839,0.943757,0.445339,1.88751,25,0.326013,0.345441
46,863,767,0.88876,0.394947,1.77752,48,0.355346,0.399822
151,5253,4367,0.831334,0.345559,1.66267,443,0.788545,0.948529
3,61,55,0.901639,0.406477,1.80328,3,0.557914,0.618777
48,986,842,0.853955,0.36462,1.70791,72,0.500949,0.586622
86,2550,2348,0.920784,0.423922,1.84157,101,0.344737,0.374395
1300,98974,61880,0.625215,0.195447,1.25043,18547,2.85594,4.56794
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
43,1277,1185,0.927956,0.430551,1.85591,46,0.344361,0.371096
267,8386,6736,0.803244,0.3226,1.60649,825,0.787512,0.980415
189,5190,4120,0.793834,0.315086,1.58767,535,0.76191,0.959785
92,1665,1353,0.812613,0.33017,1.62523,156,0.526326,0.647696
4,19,7,0.368421,0.067867,0.736842,6,1.15293,3.12939
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
180,3794,2634,0.694254,0.240994,1.38851,580,0.90026,1.29673
57,1677,1561,0.930829,0.433221,1.86166,58,0.315538,0.338986
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
177,4784,3202,0.669314,0.223991,1.33863,791,1.21442,1.81443
2,90,88,0.977778,0.478025,1.95556,1,0.255227,0.261027
2,59,57,0.966102,0.466676,1.9322,1,0.281191,0.291057
575,26948,16690,0.619341,0.191792,1.23868,5129,2.0133,3.25071
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
4,26,14,0.538462,0.14497,1.07692,6,1.04795,1.9462
67,1256,1062,0.845541,0.35747,1.69108,97,0.46712,0.552451
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
15,131,75,0.572519,0.163889,1.14504,28,0.880265,1.53753
52,1349,1241,0.919941,0.423145,1.83988,54,0.331741,0.360612
2,82,80,0.97561,0.475907,1.95122,1,0.260542,0.267055
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
58,839,709,0.845054,0.357058,1.69011,65,0.383236,0.453505
67,879,667,0.758817,0.287901,1.51763,106,0.537306,0.708085
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524
50,1442,1296,0.898752,0.403877,1.7975,73,0.462133,0.514194
231,6335,4529,0.714917,0.255553,1.42983,903,1.02822,1.43823
243,6579,3339,0.507524,0.12879,1.01505,1620,1.74601,3.44025
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
39,1223,1143,0.934587,0.436727,1.86917,40,0.332161,0.35541
53,1651,1519,0.920048,0.423245,1.8401,66,0.386973,0.420601
239,5928,4392,0.740891,0.27446,1.48178,768,0.851684,1.14954
126,2813,1853,0.658727,0.216961,1.31745,480,1.10443,1.67661
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
43,1365,1265,0.92674,0.429423,1.85348,50,0.370853,0.400169
59,1399,1245,0.889921,0.39598,1.77984,77,0.414823,0.466134
54,2099,1963,0.935207,0.437306,1.87041,68,0.379042,0.405302
3,122,118,0.967213,0.467751,1.93443,2,0.318994,0.329807
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
1754,146324,74546,0.509458,0.129774,1.01892,35889,3.96127,7.77546
3,13,9,0.692308,0.239645,1.38462,2,0.581669,0.840188
3,50,44,0.88,0.3872,1.76,3,0.585627,0.665486
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
41,880,732,0.831818,0.345961,1.66364,74,0.612867,0.73678
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185
147,2922,2320,0.793977,0.3152,1.58795,301,0.590802,0.744105
258,7264,4984,0.686123,0.235383,1.37225,1140,1.14435,1.66785
4,14,8,0.571429,0.163265,1.14286,3,0.637706,1.11598
299,10010,5518,0.551249,0.151938,1.1025,2246,1.8777,3.40627
3,14,10,0.714286,0.255102,1.42857,2,0.566849,0.793589
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
633,30750,15532,0.505106,0.127566,1.01021,7609,2.67846,5.30277
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
4,111,105,0.945946,0.447407,1.89189,3,0.365993,0.386907
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
111,4573,4197,0.917778,0.421158,1.83556,188,0.46272,0.504175
105,3184,2660,0.835427,0.348969,1.67085,262,0.712292,0.852609
2,103,101,0.980583,0.480771,1.96117,1,0.247889,0.252798
194,4092,3092,0.755621,0.285481,1.51124,500,0.713535,0.944304
520,26100,14098,0.540153,0.145883,1.08031,6001,2.61292,4.83737
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091
359,11345,7155,0.630674,0.198875,1.26135,2095,1.43918,2.28197
52,1543,1433,0.92871,0.431251,1.85742,55,0.331706,0.357168
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
53,1587,1447,0.911783,0.415674,1.82357,70,0.412626,0.452549
528,28076,17972,0.64012,0.204877,1.28024,5052,2.15095,3.36023
61,1220,1082,0.886885,0.393283,1.77377,69,0.366457,0.413195
158,3256,2056,0.63145,0.199364,1.2629,600,1.08103,1.71198
53,1890,1776,0.939683,0.441502,1.87937,57,0.328219,0.349287
114,3064,2592,0.845953,0.357818,1.69191,236,0.593781,0.701908
290,6520,3568,0.547239,0.149735,1.09448,1476,1.33436,2.43834
65,1630,1244,0.76319,0.29123,1.52638,193,0.924287,1.21108
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
1519,51978,31360,0.603332,0.182005,1.20666,10309,1.43913,2.38531
45,1360,1262,0.927941,0.430537,1.85588,49,0.34746,0.374441
102,1595,1111,0.696552,0.242592,1.3931,242,0.74072,1.06341
1810,113062,60452,0.53468,0.142941,1.06936,26305,2.87596,5.37884
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
1695,123492,62390,0.505215,0.127621,1.01043,30551,3.53996,7.00683
1019,50303,25905,0.514979,0.132602,1.02996,12199,2.54627,4.94441
343,12156,7394,0.608259,0.18499,1.21652,2381,1.69938,2.79385
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
2,65,63,0.969231,0.469704,1.93846,1,0.274794,0.283518
38,1181,1099,0.930567,0.432978,1.86113,41,0.351149,0.37735
342,8343,5075,0.608294,0.185011,1.21659,1634,1.21839,2.00297
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
1244,33114,10188,0.307664,0.0473287,0.615329,11463,2.03862,6.62613
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
50,2296,2162,0.941638,0.443341,1.88328,67,0.398672,0.423381
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667
62,2022,1894,0.936696,0.4387,1.87339,64,0.312238,0.33334
155,3533,2469,0.69884,0.244188,1.39768,532,0.967306,1.38416
44,1468,1380,0.940054,0.441851,1.88011,44,0.315754,0.335889
164,3168,2288,0.722222,0.260802,1.44444,440,0.766349,1.0611
450,15475,8311,0.53706,0.144217,1.07412,3582,1.89992,3.53763
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
225,7074,5412,0.765055,0.292655,1.53011,831,0.959376,1.254
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
221,7027,5231,0.744414,0.277076,1.48883,898,1.05628,1.41895
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
424,13043,6727,0.515756,0.133002,1.03151,3158,1.80981,3.50905
42,906,822,0.907285,0.411583,1.81457,42,0.338111,0.372663
215,5951,3127,0.525458,0.138053,1.05092,1412,1.73988,3.31116
58,1190,978,0.821849,0.337718,1.6437,106,0.594161,0.722956
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
1296,69676,31236,0.448304,0.100488,0.896607,19220,3.06215,6.83052
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557
1098,73056,36798,0.503696,0.126855,1.00739,18129,3.39475,6.73969
65,1208,870,0.720199,0.259343,1.4404,169,0.843491,1.17119
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
119,2179,1601,0.734741,0.269922,1.46948,289,0.727453,0.990082
2,91,89,0.978022,0.478263,1.95604,1,0.25461,0.260332
51,1577,1465,0.928979,0.431501,1.85796,56,0.34334,0.369589
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221
2,79,77,0.974684,0.475004,1.94937,1,0.262731,0.269555
2510,213785,174047,0.814122,0.331397,1.62824,19869,1.48517,1.82426
1026,69537,36833,0.529689,0.140285,1.05938,16352,3.29139,6.21381
226,9430,5270,0.558855,0.156159,1.11771,2080,2.31561,4.1435
148,3201,2243,0.700719,0.245503,1.40144,479,0.92328,1.31762
2,55,53,0.963636,0.464298,1.92727,1,0.28601,0.296803
2,30,28,0.933333,0.435556,1.86667,1,0.335264,0.359212
38,676,596,0.881657,0.388659,1.76331,40,0.371877,0.421794
3,70,66,0.942857,0.44449,1.88571,2,0.360115,0.381941
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
601,18711,10993,0.587515,0.172587,1.17503,3859,1.50299,2.55822
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
173,5218,4112,0.788041,0.310505,1.57608,553,0.85984,1.09111
212,6161,4547,0.73803,0.272344,1.47606,807,1.00445,1.361
683,27593,13469,0.488131,0.119136,0.976262,7062,2.32833,4.76989
92,2697,2227,0.825732,0.340917,1.65146,235,0.744482,0.901602
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
3,16,12,0.75,0.28125,1.5,2,0.541808,0.72241
85,1335,899,0.673408,0.226739,1.34682,218,0.820494,1.21842
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
63,1528,1336,0.874346,0.38224,1.74869,96,0.478522,0.547292
303,8502,6526,0.767584,0.294593,1.53517,988,0.829792,1.08104
8551,727135,231103,0.317827,0.0505069,0.635654,248016,4.94818,15.5688
60,1929,1795,0.930534,0.432947,1.86107,67,0.339871,0.365243
1394,80325,29707,0.369835,0.068389,0.73967,25309,3.70157,10.0087
45,1254,1164,0.92823,0.430805,1.85646,45,0.322722,0.347675
61,1857,1703,0.917071,0.420509,1.83414,77,0.386136,0.421053
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
100,1579,1253,0.79354,0.314853,1.58708,163,0.509589,0.642171
39,749,655,0.874499,0.382375,1.749,47,0.419166,0.479321
3,30,26,0.866667,0.375556,1.73333,2,0.447019,0.515791
2,35,33,0.942857,0.44449,1.88571,1,0.321274,0.340745
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221
2,70,68,0.971429,0.471837,1.94286,1,0.270087,0.27803
683,57696,29662,0.514108,0.132154,1.02822,14017,4.31045,8.38431
40,631,547,0.866878,0.375739,1.73376,42,0.374904,0.432476
3,28,22,0.785714,0.308673,1.57143,3,0.683808,0.870302
705,37674,19894,0.528056,0.139422,1.05611,8890,2.75563,5.21845
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
341,12843,7079,0.551195,0.151908,1.10239,2882,2.057,3.7319
413,20301,8487,0.418058,0.0873863,0.836116,5907,3.32038,7.94239
195,3753,2619,0.697842,0.243492,1.39568,567,0.813456,1.16567
7000,324517,56827,0.175113,0.0153322,0.350225,133845,3.4694,19.8124
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429
2,46,44,0.956522,0.457467,1.91304,1,0.299026,0.312618
416,15676,10650,0.679382,0.23078,1.35876,2513,1.43993,2.11946
111,2446,2082,0.851186,0.362258,1.70237,182,0.483864,0.568459
4,118,112,0.949153,0.450445,1.89831,3,0.361351,0.380709
478,31390,14522,0.462631,0.107014,0.925263,8434,3.92375,8.48138
2,96,94,0.979167,0.479384,1.95833,1,0.251665,0.257019
503,15487,8975,0.579518,0.167921,1.15904,3256,1.54491,2.66585
4,80,74,0.925,0.427813,1.85,3,0.392982,0.424845
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407
62,1978,1842,0.931244,0.433607,1.86249,68,0.332714,0.357279
47,808,700,0.866337,0.37527,1.73267,54,0.395102,0.456061
689,38994,21016,0.538955,0.145236,1.07791,8989,2.84174,5.27268
194,4472,2832,0.633274,0.200518,1.26655,820,1.15784,1.82834
138,3313,2435,0.734983,0.2701,1.46997,439,0.903648,1.22948
3,68,64,0.941176,0.442907,1.88235,2,0.362546,0.385205
281,14499,6981,0.481481,0.115912,0.962963,3759,3.21462,6.67652
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091
10,61,19,0.311475,0.0485085,0.622951,21,1.17162,3.76151
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
533,37800,19450,0.51455,0.132381,1.0291,9175,3.76054,7.3084
252,7003,4669,0.666714,0.222254,1.33343,1167,1.2043,1.80632
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
346,8723,5607,0.642783,0.206585,1.28557,1558,1.14266,1.77767
47,1504,1406,0.93484,0.436963,1.86968,49,0.328101,0.35097
327,8011,5319,0.663962,0.220423,1.32792,1346,1.05443,1.58808
51,1359,1235,0.908756,0.412919,1.81751,62,0.38796,0.426913
79,1301,1113,0.855496,0.365937,1.71099,94,0.38203,0.446559
1402,98102,47712,0.486351,0.118269,0.972702,25195,3.60014,7.40235
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
235,6776,4478,0.660862,0.218369,1.32172,1149,1.27625,1.93119
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
144,4437,2955,0.665991,0.221772,1.33198,741,1.4109,2.11851
60,1621,1469,0.906231,0.410627,1.81246,76,0.394594,0.435423
1431,115583,34947,0.302354,0.045709,0.604708,40318,5.56494,18.4054
11,28,6,0.214286,0.0229592,0.428571,11,0.683808,3.19111
50,738,628,0.850949,0.362057,1.7019,55,0.383456,0.450622
2,72,70,0.972222,0.472608,1.94444,1,0.268338,0.276005
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
81,1349,1085,0.804299,0.323449,1.6086,132,0.520593,0.647263
268,7382,4974,0.673801,0.227004,1.3476,1204,1.16139,1.72364
995,44836,30904,0.689268,0.237545,1.37854,6966,1.50506,2.18357
614,27692,16690,0.602701,0.181624,1.2054,5501,2.01678,3.34624
488,23333,16357,0.701024,0.245718,1.40205,3488,1.63635,2.33422
267,6649,5175,0.778313,0.302885,1.55663,737,0.722058,0.927723
456,24739,13423,0.542585,0.147199,1.08517,5658,2.82421,5.20511
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
47,1493,1389,0.930342,0.432768,1.86068,52,0.348538,0.374635
412,13215,7173,0.542792,0.147312,1.08558,3021,1.77926,3.27798
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117
141,3770,2428,0.644032,0.207388,1.28806,671,1.33061,2.06606
510,22304,13346,0.598368,0.179022,1.19674,4479,2.01967,3.3753
2605,189185,112253,0.59335,0.176032,1.1867,38466,2.79828,4.71607
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427
447,22181,13793,0.621839,0.193342,1.24368,4194,2.15889,3.47179
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
535,24379,13775,0.565035,0.159633,1.13007,5302,2.25899,3.99797
124,3969,3243,0.817082,0.333812,1.63416,363,0.813445,0.995549
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205
173,5721,4685,0.818913,0.335309,1.63783,518,0.796855,0.973064
44,1580,1482,0.937975,0.439898,1.87595,49,0.348128,0.371148
860,48729,26223,0.53814,0.144797,1.07628,11253,2.79127,5.18688
97,1688,1388,0.822275,0.338068,1.64455,150,0.479111,0.582665
182,3803,2635,0.692874,0.240037,1.38575,584,0.89625,1.29353
169,3010,2142,0.711628,0.253207,1.42326,434,0.738218,1.03737
270,7925,5207,0.657035,0.215847,1.31407,1359,1.29091,1.96475
184,3837,2673,0.696638,0.242652,1.39328,582,0.88252,1.26683
207,3832,2666,0.69572,0.242013,1.39144,583,0.785934,1.12967
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
29,472,412,0.872881,0.380961,1.74576,30,0.386743,0.443064
47,672,482,0.717262,0.257232,1.43452,95,0.714733,0.996475
3,20,14,0.7,0.245,1.4,3,0.756304,1.08043
120,2348,1756,0.747871,0.279655,1.49574,296,0.731757,0.978454
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068
51,1540,1428,0.927273,0.429917,1.85455,56,0.34445,0.371466
574,22931,12163,0.530417,0.140671,1.06083,5384,2.15111,4.0555
1082,72975,36787,0.504104,0.12706,1.00821,18094,3.43864,6.82129
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
2,36,34,0.944444,0.445988,1.88889,1,0.318837,0.337592
57,1016,860,0.846457,0.358244,1.69291,78,0.45503,0.53757
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
262,8580,6376,0.743124,0.276116,1.48625,1102,1.06929,1.43892
23,85,27,0.317647,0.0504498,0.635294,29,0.651781,2.0519
55,825,687,0.832727,0.346717,1.66545,69,0.430084,0.516476
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686
73,2589,2335,0.901893,0.406705,1.80379,127,0.50969,0.565134
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
576,33387,16871,0.505316,0.127672,1.01063,8258,3.16934,6.27199
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857
459,19286,10852,0.562688,0.158309,1.12538,4217,2.14394,3.81018
308,9165,5315,0.579924,0.168156,1.15985,1925,1.57741,2.72004
60,1068,942,0.882022,0.388982,1.76404,63,0.346652,0.393019
6,45,35,0.777778,0.302469,1.55556,5,0.501175,0.644368
2,23,21,0.913043,0.416824,1.82609,1,0.362263,0.396765
156,3210,2398,0.74704,0.279035,1.49408,406,0.742182,0.993496
748,31728,19546,0.616049,0.189758,1.2321,6091,1.80898,2.93642
5,55,47,0.854545,0.365124,1.70909,4,0.457617,0.535509
61,946,796,0.841438,0.354009,1.68288,75,0.413093,0.490937
53,1375,1261,0.917091,0.420528,1.83418,57,0.342658,0.373635
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
82,1669,1339,0.802277,0.321824,1.60455,165,0.624379,0.778258
2,39,37,0.948718,0.450033,1.89744,1,0.312098,0.328968
2554,129883,57225,0.440589,0.0970593,0.881178,36329,2.7817,6.31359
87,2104,1724,0.819392,0.335701,1.63878,190,0.65716,0.80201
2,49,47,0.959184,0.460017,1.91837,1,0.294296,0.306819
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
4,66,60,0.909091,0.413223,1.81818,3,0.410717,0.451789
134,2412,1626,0.674129,0.227225,1.34826,393,0.867047,1.28617
296,5505,3451,0.626885,0.196492,1.25377,1027,0.927492,1.47953
3,25,21,0.84,0.3528,1.68,2,0.471151,0.560895
41,1206,1082,0.897181,0.402467,1.79436,62,0.4907,0.546936
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
75,1492,1200,0.80429,0.323441,1.60858,146,0.613305,0.762543
113,2300,1560,0.678261,0.230019,1.35652,370,0.973949,1.43595
556,22472,12514,0.556871,0.155053,1.11374,4979,2.05784,3.69537
26,444,382,0.86036,0.37011,1.72072,31,0.450206,0.523276
1226,87583,42105,0.480744,0.115557,0.961488,22739,3.75267,7.80597
84,1286,968,0.752722,0.283295,1.50544,159,0.608718,0.80869
38,926,830,0.896328,0.401702,1.79266,48,0.425724,0.474965
83,1869,1315,0.703585,0.247516,1.40717,277,1.02002,1.44975
2089,215755,112661,0.522171,0.136331,1.04434,51547,4.6261,8.85936
534,19757,11315,0.572708,0.163997,1.14542,4221,1.84008,3.21294
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627
152,4919,3763,0.764993,0.292607,1.52999,578,1.02997,1.34639
383,17145,11119,0.648527,0.210294,1.29705,3013,1.85794,2.86487
58,759,597,0.786561,0.309339,1.57312,81,0.484777,0.616324
135,3021,2073,0.686197,0.235433,1.37239,474,1.00885,1.47021
36,709,601,0.847673,0.359275,1.69535,54,0.526084,0.620621
71,1966,1666,0.847406,0.359048,1.69481,150,0.641409,0.756909
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744
1325,96368,42148,0.437365,0.0956441,0.87473,27110,4.10526,9.38635
987,76204,55388,0.726838,0.264147,1.45368,10408,2.16,2.97177
59,678,504,0.743363,0.276294,1.48673,87,0.520708,0.700476
51,758,628,0.828496,0.343203,1.65699,65,0.442501,0.534101
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169
869,41688,24814,0.595231,0.17715,1.19046,8437,2.10148,3.53052
76,1261,959,0.760508,0.289186,1.52102,151,0.640698,0.842461
43,779,687,0.8819,0.388874,1.7638,46,0.369894,0.419428
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158
948,55284,32078,0.58024,0.168339,1.16048,11603,2.58074,4.44772
1177,57143,27987,0.489771,0.119938,0.979543,14578,2.6037,5.31616
1180,92406,72512,0.784711,0.307886,1.56942,9947,1.69758,2.16331
170,4456,2782,0.624327,0.194892,1.24865,837,1.34927,2.16115
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471
386,12187,7431,0.609748,0.185896,1.2195,2378,1.50776,2.47277
179,4252,3088,0.726246,0.263717,1.45249,582,0.896024,1.23377
375,11942,8300,0.695026,0.241531,1.39005,1821,1.19104,1.71366
1396,85976,53658,0.624104,0.194753,1.24821,16159,2.34583,3.75871
62,2159,2021,0.936082,0.438124,1.87216,69,0.333759,0.356549
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
4,52,46,0.884615,0.391272,1.76923,3,0.434965,0.4917
49,1500,1392,0.928,0.430592,1.856,54,0.346949,0.373867
82,1547,1131,0.731092,0.267248,1.46218,208,0.795225,1.08772
187,7432,5938,0.798977,0.319182,1.59795,747,1.0319,1.29153
128,2252,1598,0.709591,0.25176,1.41918,327,0.761965,1.07381
55,1518,1398,0.920949,0.424073,1.8419,60,0.342885,0.372317
5247,423252,147784,0.349163,0.0609575,0.698326,137734,4.66535,13.3615
2,75,73,0.973333,0.473689,1.94667,1,0.265842,0.273126
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273
39,968,886,0.915289,0.418877,1.83058,41,0.352032,0.384613
51,1466,1354,0.923602,0.42652,1.8472,56,0.346775,0.37546
49,1561,1443,0.924407,0.427265,1.84881,59,0.37702,0.40785
63,1121,973,0.867975,0.37669,1.73595,74,0.385117,0.443696
4,101,95,0.940594,0.442359,1.88119,3,0.373394,0.396977
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881
