Size,Cluster Volume,Cluster cutedges,Conductance,Lower,Upper,Internal edges,Conn value,Final Gap,Cut size,Cluster 1 size,Cluster 2 size
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,451,1
79,1059,837,0.790368,0.312341,1.58074,111,0.464437,0.587621,1,82,10
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,1
2,52,50,0.961538,0.462278,1.92308,1,0.289977,0.301576,1,2,6
195,4435,3001,0.676663,0.228936,1.35333,717,1.00821,1.48997,1,1170,2
2,85,83,0.976471,0.476747,1.95294,1,0.258465,0.264693,1,1,1217
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,16,31
200,5774,4080,0.706616,0.249653,1.41323,847,1.12587,1.59332,1,85,11
47,872,754,0.864679,0.373835,1.72936,59,0.426832,0.493631,1,1,1
4,95,89,0.936842,0.438837,1.87368,3,0.378354,0.403861,1,1,1
113,2205,1737,0.787755,0.310279,1.57551,234,0.61933,0.786197,1,3,3
641,27353,17537,0.641136,0.205528,1.28227,4908,1.72566,2.69156,1,7,7
890,46486,28036,0.603106,0.181869,1.20621,9225,2.22079,3.68225,1,1,1
50,1345,1243,0.924164,0.427039,1.84833,51,0.325978,0.352728,1,14,2
2392,188255,145019,0.770333,0.296706,1.54067,21618,1.71338,2.2242,1,1,1
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,2,2
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091,1,60,3
132,1924,1240,0.644491,0.207684,1.28898,342,0.788846,1.22398,1,1,1144
8,96,68,0.708333,0.250868,1.41667,14,0.880826,1.24352,1,395,2
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
788,42023,28303,0.673512,0.226809,1.34702,6860,1.8829,2.79564,1,19,18
833,50284,27390,0.544706,0.148352,1.08941,11447,2.92291,5.36604,1,1,1
3,27,23,0.851852,0.362826,1.7037,2,0.460673,0.54079,1,12,44
132,3498,2584,0.738708,0.272845,1.47742,457,0.976912,1.32246,1,98,5
3,16,12,0.75,0.28125,1.5,2,0.541808,0.72241,1,1,1
174,3558,2438,0.685216,0.234761,1.37043,560,0.90625,1.32257,1,1,1
3,12,6,0.5,0.125,1.0,3,0.897712,1.79542,2,55,2
674,32472,15512,0.477704,0.1141,0.955408,8480,2.78877,5.83787,1,1,1
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,34,23
2,48,46,0.958333,0.459201,1.91667,1,0.295824,0.308686,1,23,4
8,39,13,0.333333,0.0555556,0.666667,13,1.01432,3.04296,1,4,2
152,4633,2965,0.639974,0.204783,1.27995,834,1.4967,2.33869,1,1,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,154,2
51,1526,1420,0.930537,0.43295,1.86107,53,0.326403,0.350769,1,1,1
401,9887,5469,0.553151,0.152988,1.1063,2209,1.37887,2.49275,1,232,2
41,702,616,0.877493,0.384997,1.75499,43,0.368387,0.419817,1,3,1
814,50133,27287,0.544292,0.148127,1.08858,11423,2.9857,5.48547,1,25,10
1009,58702,35836,0.610473,0.186339,1.22095,11433,2.37614,3.8923,1,1,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,1233,1
622,25112,12314,0.490363,0.120228,0.980726,6399,2.33819,4.76827,1,90,5
3,44,40,0.909091,0.413223,1.81818,2,0.403255,0.443581,1,1,1
70,856,580,0.67757,0.229551,1.35514,138,0.672159,0.992014,1,1,1
3,21,15,0.714286,0.255102,1.42857,3,0.744922,1.04289,2,1,1
2,26,24,0.923077,0.426036,1.84615,1,0.349317,0.378427,1,4,120
81,1644,1394,0.847932,0.359494,1.69586,125,0.479829,0.565882,1,329,3
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,3,2
181,4830,3498,0.724224,0.26225,1.44845,666,0.998784,1.37911,1,2,1
35,800,712,0.89,0.39605,1.78,44,0.432955,0.486467,1,2,3
3,24,18,0.75,0.28125,1.5,3,0.715338,0.953784,2,1,1
33,541,323,0.597043,0.17823,1.19409,109,1.20813,2.02353,1,88,10
62,1177,1011,0.858963,0.368909,1.71793,83,0.435899,0.507471,1,2,1
8,72,36,0.5,0.125,1.0,18,1.20752,2.41504,1,68,4
4,81,75,0.925926,0.428669,1.85185,3,0.391888,0.423239,1,150,2
375,15100,8580,0.568212,0.161432,1.13642,3260,2.08024,3.66103,1,2,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,1,1
1149,54296,35926,0.661669,0.218903,1.32334,9185,1.68834,2.55164,1,1,1
60,1729,1563,0.903991,0.4086,1.80798,83,0.427212,0.472585,1,1,1
548,27982,18656,0.666714,0.222254,1.33343,4663,1.9135,2.87004,1,1,1
108,2891,1913,0.661709,0.218929,1.32342,489,1.30815,1.97693,1,1,1
1000,73429,35219,0.479633,0.115024,0.959267,19105,3.92632,8.1861,1,100,5
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,400,5
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,30,23
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,1,1
27,382,328,0.858639,0.36863,1.71728,27,0.387117,0.45085,1,1,1
3,32,28,0.875,0.382812,1.75,2,0.439026,0.501744,1,2,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
2,28,26,0.928571,0.431122,1.85714,1,0.341904,0.368205,1,236,3
30,381,323,0.847769,0.359356,1.69554,29,0.374378,0.441603,1,21,20
2,76,74,0.973684,0.47403,1.94737,1,0.265042,0.272206,1,242,4
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,547,1
345,17963,9157,0.50977,0.129933,1.01954,4403,2.99979,5.8846,1,86,8
45,1805,1703,0.94349,0.445087,1.88698,51,0.347999,0.368842,1,1,1
254,7191,4839,0.672924,0.226414,1.34585,1176,1.20044,1.78392,1,1,1
379,10882,6902,0.634258,0.201142,1.26852,1990,1.30072,2.05077,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,2192,1
61,1366,1244,0.910688,0.414676,1.82138,61,0.318901,0.350176,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,99,4
220,7066,6266,0.886782,0.393191,1.77356,400,0.472349,0.532655,1,2,1
53,831,637,0.766546,0.293797,1.53309,97,0.62675,0.817629,1,529,1
338,14579,9887,0.678167,0.229955,1.35633,2346,1.66696,2.45804,1,1,1
133,3112,2390,0.767995,0.294908,1.53599,361,0.777024,1.01176,1,27,21
2,96,94,0.979167,0.479384,1.95833,1,0.251665,0.257019,1,30,22
50,1591,1429,0.898177,0.403361,1.79635,81,0.505943,0.563299,1,2,1
243,3547,1171,0.330138,0.0544956,0.660276,1188,1.37716,4.17146,1,327,2
5,201,191,0.950249,0.451486,1.9005,5,0.433773,0.456484,1,7,2
41,1045,959,0.917703,0.42109,1.83541,43,0.347332,0.37848,1,2,1
258,7236,5320,0.735213,0.270269,1.47043,958,0.962073,1.30856,1,29,15
116,2169,1719,0.792531,0.314053,1.58506,225,0.581351,0.733537,1,513,2
61,1967,1831,0.930859,0.433249,1.86172,68,0.338417,0.363553,1,203,4
52,1212,1104,0.910891,0.414861,1.82178,54,0.336741,0.369683,1,1,1
2,24,22,0.916667,0.420139,1.83333,1,0.357669,0.390185,1,30,4
325,7868,5464,0.694459,0.241136,1.38892,1202,0.949317,1.36699,1,3,1
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,128,7
55,1627,1499,0.921328,0.424422,1.84266,64,0.362317,0.393255,1,1,1
48,819,697,0.851038,0.362133,1.70208,61,0.436141,0.512481,1,366,2
82,2713,2531,0.932916,0.435166,1.86583,91,0.323204,0.346445,1,1,1
2,58,56,0.965517,0.466112,1.93103,1,0.28235,0.292434,1,61,6
340,10086,4942,0.489986,0.120043,0.979972,2572,1.8894,3.85603,1,1,1
73,1934,1762,0.911065,0.41502,1.82213,86,0.358441,0.393431,1,1,1
384,15315,7129,0.465491,0.108341,0.930983,4093,2.54683,5.47127,1,1,1
730,30206,18662,0.617824,0.190853,1.23565,5772,1.76488,2.8566,1,1,1
146,2719,1815,0.667525,0.222795,1.33505,452,0.901391,1.35035,1,121,6
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617,1,1,1
1638,128375,50707,0.394991,0.078009,0.789982,38834,4.64094,11.7495,2,1,1
2858,181028,106312,0.587268,0.172442,1.17454,37358,2.48612,4.23336,3,1,1
43,743,619,0.833109,0.347035,1.66622,62,0.502115,0.6027,1,3,2
377,16024,10038,0.626435,0.196211,1.25287,2993,1.88808,3.01401,1,2,7
49,742,568,0.765499,0.292994,1.531,87,0.618432,0.807881,1,776,1
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,1,1
2,32,30,0.9375,0.439453,1.875,1,0.329269,0.351221,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,272,2
3,28,24,0.857143,0.367347,1.71429,2,0.455872,0.531851,1,215,4
79,1285,931,0.724514,0.26246,1.44903,177,0.720596,0.994593,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,435,2
550,27267,19731,0.723622,0.261814,1.44724,3768,1.54451,2.13442,1,1178,1
42062,16380066,3769714,0.23014,0.0264823,0.460281,6305176,20.7784,90.2858,43,1,1
214,5263,3599,0.683831,0.233812,1.36766,832,1.04475,1.52779,1,1,1
4,65,53,0.815385,0.332426,1.63077,6,0.824382,1.01104,3,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,1,1
72,1158,920,0.794473,0.315594,1.58895,119,0.539404,0.678945,1,1,1
186,5343,4269,0.798989,0.319192,1.59798,537,0.774464,0.969304,1,4,91
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
155,3671,2657,0.723781,0.261929,1.44756,507,0.917548,1.26771,1,2,2
63,2527,2377,0.940641,0.442403,1.88128,75,0.349854,0.371932,1,2,1
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,5
49,904,756,0.836283,0.349685,1.67257,74,0.510782,0.610777,1,113,6
70,1363,1081,0.793103,0.314507,1.58621,141,0.642553,0.810176,1,221,3
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,122,3
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,1,1
1309,81302,47514,0.584414,0.17077,1.16883,16894,2.62846,4.49761,2,75,7
115,3911,3593,0.918691,0.421996,1.83738,159,0.384871,0.418934,1,11,57
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,86,3
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
9,155,139,0.896774,0.402102,1.79355,8,0.405307,0.451961,1,1,1
2305,136197,61827,0.453953,0.103037,0.907905,37185,3.14215,6.92175,1,29,35
67,1737,1373,0.790443,0.3124,1.58089,182,0.838388,1.06066,1,122,5
89,625,279,0.4464,0.0996365,0.8928,173,0.695072,1.55706,1,698,1
245,7368,5384,0.730727,0.266981,1.46145,992,1.04695,1.43275,1,1,1
2733,163722,93812,0.572996,0.164162,1.14599,34955,2.45295,4.28093,1,470,2
59,1843,1723,0.934889,0.437009,1.86978,60,0.311397,0.333085,1,257,2
565,20563,11119,0.540728,0.146194,1.08146,4722,1.9377,3.5835,1,1,1
43,1433,1343,0.937195,0.439167,1.87439,45,0.331537,0.353754,1,1,1
100,1911,1539,0.805338,0.324284,1.61068,186,0.566816,0.703824,1,17,36
355,11081,7415,0.669163,0.22389,1.33833,1833,1.27661,1.90776,1,417,3
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,1,1
3,63,59,0.936508,0.438524,1.87302,2,0.369103,0.394127,1,1,1
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,1,1
91,2391,1711,0.7156,0.256042,1.4312,340,1.10581,1.54529,1,388,2
60,953,829,0.869885,0.37835,1.73977,62,0.346809,0.398684,1,1,1
3,61,57,0.934426,0.436576,1.86885,2,0.371943,0.398044,1,1359,1
45,645,551,0.854264,0.364883,1.70853,47,0.371658,0.435062,1,1,1
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,1328,1
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634,1,160,4
9,181,163,0.900552,0.405497,1.8011,9,0.442464,0.491325,1,2,1
5672,499691,255949,0.512215,0.131182,1.02443,121871,3.77041,7.36099,6,148,2
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
41,1485,1399,0.942088,0.443764,1.88418,43,0.330635,0.35096,1,1,1
2481,169248,95384,0.563575,0.158809,1.12715,36932,2.84706,5.05178,2,172,4
30,425,357,0.84,0.3528,1.68,34,0.431022,0.513121,1,22,24
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,2,1
2,19,17,0.894737,0.400277,1.78947,1,0.384311,0.429524,1,19,29
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,20,26
1349,86566,32614,0.376753,0.0709714,0.753506,26976,4.05015,10.7502,1,29,28
158,5029,3971,0.78962,0.31175,1.57924,529,0.904509,1.1455,1,1,1
225,9198,4516,0.490976,0.120529,0.981953,2341,2.62491,5.3463,1,1,1
40,1450,1358,0.936552,0.438565,1.8731,46,0.363732,0.388374,1,22,15
6,60,48,0.8,0.32,1.6,6,0.560121,0.700151,1,156,5
62,1430,1216,0.85035,0.361547,1.7007,107,0.546896,0.643142,1,197,5
648,27192,19808,0.72845,0.265319,1.4569,3692,1.28483,1.76379,1,1357,1
765,28015,15235,0.543816,0.147868,1.08763,6390,1.87816,3.45367,1,20,1
1067,74291,36539,0.491836,0.120951,0.983672,18876,3.63189,7.38435,1,1658,1
2,53,51,0.962264,0.462976,1.92453,1,0.288618,0.299936,1,234,2
542,21388,13700,0.640546,0.20515,1.28109,3844,1.63786,2.55698,1,84,4
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,142,4
4,25,19,0.76,0.2888,1.52,3,0.530045,0.697428,1,19,19
46,974,858,0.880903,0.387995,1.76181,58,0.421836,0.478867,1,1,1
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,360,2
520,21850,13762,0.62984,0.198349,1.25968,4044,1.79214,2.84538,1,126,4
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,1,1
1687,141248,60716,0.429854,0.0923872,0.859708,40266,4.63465,10.7819,2,1,1
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545,1,2,2
290,8938,5678,0.635265,0.201781,1.27053,1630,1.4225,2.23921,1,1,1
1507,110680,48010,0.433773,0.0940795,0.867546,31335,4.12226,9.50326,2,27,10
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,78,10
65,983,837,0.851475,0.362505,1.70295,73,0.375235,0.440688,1,169,2
1586,161790,116652,0.721009,0.259927,1.44202,22569,2.73186,3.78894,2,228,3
42,816,726,0.889706,0.395788,1.77941,45,0.367908,0.413516,1,1,1
237,9135,7995,0.875205,0.382992,1.75041,570,0.607223,0.693807,1,1,1
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,1,1
176,5057,2837,0.561005,0.157363,1.12201,1110,1.70271,3.03512,1,3,1
881,41221,20805,0.504718,0.12737,1.00944,10208,2.51062,4.9743,1,387,3
1194,64704,38700,0.598108,0.178867,1.19622,13002,2.26348,3.78439,2,75,2
109,1919,1489,0.775925,0.30103,1.55185,215,0.60076,0.774251,1,24,36
5,69,61,0.884058,0.390779,1.76812,4,0.433581,0.490444,1,1,1
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,1,1
3,24,20,0.833333,0.347222,1.66667,2,0.476892,0.572271,1,1,1
2,17,15,0.882353,0.389273,1.76471,1,0.39832,0.451429,1,789,1
167,5099,2615,0.512846,0.131505,1.02569,1242,2.00593,3.91137,1,1965,1
232,9266,5640,0.608677,0.185244,1.21735,1813,1.96995,3.23644,1,2,1
61,2085,1929,0.92518,0.427979,1.85036,78,0.385227,0.41638,1,2578,1
184,4221,3097,0.733712,0.269167,1.46742,562,0.842458,1.14821,1,2,1
1616,83031,42601,0.513073,0.131622,1.02615,20215,2.54293,4.95626,1,1,1
2,40,38,0.95,0.45125,1.9,1,0.310023,0.32634,1,1,1
229,7154,4814,0.67291,0.226404,1.34582,1170,1.32547,1.96976,1,234,3
32,452,352,0.778761,0.303234,1.55752,50,0.588269,0.755391,1,1,1
2,16,14,0.875,0.382812,1.75,1,0.406356,0.464407,1,83,3
3,36,32,0.888889,0.395062,1.77778,2,0.425115,0.478255,1,254,3
75,1621,1039,0.640962,0.205416,1.28192,291,1.2087,1.88576,1,2,1
1029,54407,30395,0.55866,0.15605,1.11732,12006,2.46378,4.41016,2,50,4
404,12627,8761,0.693831,0.240701,1.38766,1933,1.16661,1.6814,1,1521,1
54,905,795,0.878453,0.38584,1.75691,55,0.344428,0.392085,1,25,18
511,27904,20720,0.742546,0.275687,1.48509,3592,1.58116,2.12938,1,1,1
65,1152,1020,0.885417,0.391981,1.77083,66,0.331627,0.374543,1,1,1
5,126,118,0.936508,0.438524,1.87302,4,0.380264,0.406044,1,1,1
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1300,1
54,1232,1116,0.905844,0.410277,1.81169,58,0.347488,0.383607,1,19,21
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,1,1
915,43569,22619,0.519154,0.13476,1.03831,10475,2.46769,4.7533,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,32,19
2,20,18,0.9,0.405,1.8,1,0.378152,0.420169,1,70,6
44,1503,1413,0.94012,0.441913,1.88024,45,0.321891,0.342394,1,87,6
2,71,69,0.971831,0.472228,1.94366,1,0.269203,0.277006,1,804,1
373,19088,12854,0.673407,0.226739,1.34681,3117,1.95211,2.89886,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
2,8,6,0.75,0.28125,1.5,1,0.523976,0.698634,1,1,1
3,17,11,0.647059,0.209343,1.29412,3,0.79664,1.23117,2,43,10
50,1580,1482,0.937975,0.439898,1.87595,49,0.306352,0.32661,1,1,1
216,6824,4830,0.707796,0.250488,1.41559,997,1.20386,1.70086,1,1,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,75,3
5969,583877,200849,0.343992,0.0591652,0.687984,191514,5.56417,16.1753,6,431,2
5,109,99,0.908257,0.412465,1.81651,5,0.489862,0.539343,1,128,5
612,22838,12886,0.564235,0.159181,1.12847,4976,1.86541,3.30609,1,133,3
1660,95356,64958,0.681216,0.232027,1.36243,15199,1.8388,2.69929,2,2,1
59,2111,1975,0.935576,0.437651,1.87115,68,0.346661,0.370533,1,20,7
2,38,36,0.947368,0.448753,1.89474,1,0.314255,0.331714,1,1,1
225,5330,3658,0.686304,0.235507,1.37261,836,0.99698,1.45268,1,87,6
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,2,1
558,23527,15547,0.660815,0.218338,1.32163,3990,1.63569,2.47525,1,404,2
40,1429,1343,0.939818,0.441629,1.87964,43,0.340693,0.362509,1,145,3
2,47,45,0.957447,0.458352,1.91489,1,0.297399,0.310617,1,163,3
2,13,11,0.846154,0.357988,1.69231,1,0.436251,0.51557,1,2,1
4,16,6,0.375,0.0703125,0.75,5,1.01589,2.70904,2,60,25
3,21,17,0.809524,0.327664,1.61905,2,0.496615,0.613465,1,1795,1
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,2,1
45,1126,1032,0.916519,0.420003,1.83304,47,0.342225,0.373397,1,1,1
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,1,1
2,25,23,0.92,0.4232,1.84,1,0.353364,0.384091,1,1,1
70,1521,1143,0.751479,0.282361,1.50296,189,0.848412,1.12899,1,21,24
265,7846,5704,0.726995,0.264261,1.45399,1071,1.03769,1.42737,1,36,5
2,37,35,0.945946,0.447407,1.89189,1,0.316499,0.334585,1,1,1
51,983,825,0.839268,0.352185,1.67854,79,0.517548,0.616667,1,144,5
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,148,4
6,83,73,0.879518,0.386776,1.75904,5,0.433063,0.492386,1,227,2
85,1608,1222,0.75995,0.288762,1.5199,193,0.708108,0.931782,1,1299,1
54,805,589,0.731677,0.267676,1.46335,108,0.688152,0.940513,1,1,1
68,1222,1000,0.818331,0.334832,1.63666,111,0.52871,0.646084,1,154,4
480,15856,11200,0.706357,0.24947,1.41271,2328,1.1547,1.63473,1,2475,1
3,84,80,0.952381,0.453515,1.90476,2,0.345527,0.362804,1,1,1
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,28,21
50,1074,906,0.843575,0.35581,1.68715,84,0.554198,0.656963,1,1,1
2,42,40,0.952381,0.453515,1.90476,1,0.306097,0.321402,1,4,72
73,768,546,0.710938,0.252716,1.42188,111,0.526884,0.741111,1,403,2
2,22,20,0.909091,0.413223,1.81818,1,0.367181,0.403899,1,29,26
880,32065,19171,0.597879,0.17873,1.19576,6447,1.62585,2.71936,1,1,1
57,1548,1426,0.921189,0.424294,1.84238,61,0.335473,0.364174,1,421,2
77,2735,2547,0.931261,0.433624,1.86252,94,0.355175,0.381392,1,22,21
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,14,11
3786,340596,114932,0.337444,0.0569342,0.674888,112832,5.38704,15.9643,4,16,25
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,1
2,5,3,0.6,0.18,1.2,1,0.642549,1.07091,1,16,33
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,17,37
87,3108,2750,0.884813,0.391447,1.76963,179,0.589091,0.66578,1,4,114
56,936,806,0.861111,0.370756,1.72222,65,0.390584,0.453582,1,301,2
59,1865,1735,0.930295,0.432724,1.86059,65,0.336816,0.362053,1,2,2
46,1486,1384,0.931359,0.433715,1.86272,51,0.349491,0.375249,1,20,30
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,20,29
506,20838,17186,0.824743,0.340101,1.64949,1826,0.835563,1.01312,1,418,3
2,18,16,0.888889,0.395062,1.77778,1,0.391006,0.439881,1,1,1
2,34,32,0.941176,0.442907,1.88235,1,0.32382,0.344059,1,27,33
5,46,34,0.73913,0.273157,1.47826,6,0.717661,0.970954,2,63,7
57,1514,1382,0.912814,0.416614,1.82563,66,0.364071,0.398844,1,33,16
57,1205,1077,0.893776,0.399418,1.78755,64,0.364388,0.407695,1,1,1
258,8110,5064,0.624414,0.194947,1.24883,1523,1.5101,2.41843,1,27,31
676,20034,15020,0.749725,0.281044,1.49945,2507,0.862102,1.14989,1,357,3
9,80,62,0.775,0.300313,1.55,9,0.523976,0.676098,1,2,1
27,542,442,0.815498,0.332519,1.631,50,0.677143,0.830343,1,1,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,1,1
2,21,19,0.904762,0.409297,1.80952,1,0.372461,0.411667,1,3,1
1951,127544,65290,0.511902,0.131022,1.0238,31127,3.12484,6.10437,1,24,28
37,1219,1143,0.937654,0.439597,1.87531,38,0.332763,0.354889,1,26,28
79,2285,2119,0.927352,0.429991,1.8547,83,0.312774,0.337277,1,1,1
165,2914,2190,0.751544,0.282409,1.50309,362,0.633238,0.842582,1,24,23
255,6993,4607,0.658802,0.21701,1.3176,1193,1.21684,1.84706,1,1,1
173,3713,2827,0.761379,0.289849,1.52276,443,0.717313,0.942123,1,27,31
5,18,8,0.444444,0.0987654,0.888889,5,0.782011,1.75953,1,3,1
113,2545,1965,0.772102,0.298071,1.5442,290,0.753517,0.975929,1,1,1
78,1734,1448,0.835063,0.348665,1.67013,143,0.565966,0.677752,1,39,9
2,33,31,0.939394,0.44123,1.87879,1,0.326482,0.347545,1,1684,1
1812,130919,64369,0.49167,0.12087,0.983341,33275,3.58876,7.29911,2,95,3
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,11,47
373,13917,7199,0.517281,0.13379,1.03456,3359,2.17333,4.20145,1,759,1
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,33,23
2,44,42,0.954545,0.455579,1.90909,1,0.302441,0.316843,1,1,1
2,15,13,0.866667,0.375556,1.73333,1,0.415241,0.479124,1,1,1
290,10268,5656,0.550838,0.151711,1.10168,2306,1.98222,3.59855,1,27,17
56,810,662,0.817284,0.333977,1.63457,74,0.454252,0.555807,1,1,1
291,6853,4865,0.709908,0.251985,1.41982,994,0.890474,1.25435,1,1,1
72,1646,1268,0.770352,0.296721,1.5407,189,0.816055,1.05933,1,166,2
214,4610,3392,0.735792,0.270695,1.47158,609,0.776734,1.05564,1,111,3
2,7,5,0.714286,0.255102,1.42857,1,0.553655,0.775117,1,78,5
172,3505,2753,0.785449,0.308465,1.5709,376,0.616689,0.785142,1,724,1
2,27,25,0.925926,0.428669,1.85185,1,0.345505,0.373145,1,18,31
2,9,7,0.777778,0.302469,1.55556,1,0.5,0.642857,1,1,1
142,4464,3816,0.854839,0.365375,1.70968,324,0.625151,0.731309,1,1,1
164,3261,2491,0.763876,0.291753,1.52775,385,0.668158,0.874694,1,16,33
2,86,84,0.976744,0.477015,1.95349,1,0.257796,0.263934,1,43,14
120,3650,2922,0.800548,0.320439,1.6011,364,0.851483,1.06363,1,167,3
152,3601,2811,0.780616,0.304681,1.56123,395,0.730677,0.936025,1,7,147
2,12,10,0.833333,0.347222,1.66667,1,0.448856,0.538627,1,1,1
577,26309,13151,0.499867,0.124933,0.999734,6579,2.57959,5.16054,1,1408,1
68,1199,1041,0.868224,0.376906,1.73645,79,0.377297,0.434562,1,1,1
2,88,86,0.977273,0.477531,1.95455,1,0.25649,0.262455,1,2,1
54,703,549,0.780939,0.304933,1.56188,77,0.500751,0.641217,1,49,12
3,17,13,0.764706,0.292388,1.52941,2,0.531093,0.694506,1,188,3
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,125,1
5,49,41,0.836735,0.350062,1.67347,4,0.470874,0.562751,1,1437,1
3,15,11,0.733333,0.268889,1.46667,2,0.553655,0.754984,1,730,2
2,42,40,0.952381,0.453515,1.90476,1,0.306097,0.321402,1,49,39
8,287,259,0.902439,0.407198,1.80488,14,0.711558,0.788483,1,1,1
48,449,325,0.723831,0.261965,1.44766,62,0.486831,0.672576,1,12,29
610,21774,12374,0.568292,0.161478,1.13658,4700,1.77616,3.12544,1,1,1
347,19775,16957,0.857497,0.36765,1.71499,1409,0.945155,1.10223,1,1,1
3,133,129,0.969925,0.470377,1.93985,2,0.313415,0.323133,1,999,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,96,4
320,8980,5884,0.655234,0.214666,1.31047,1548,1.22365,1.86751,1,2,1
117,2641,2125,0.804619,0.323706,1.60924,258,0.64441,0.800888,1,223,3
68,1033,853,0.82575,0.340932,1.6515,90,0.439051,0.5317,1,382,1
57,1281,1005,0.784543,0.307754,1.56909,138,0.779003,0.992938,1,3441,1
77,1477,1205,0.815843,0.3328,1.63169,136,0.557229,0.68301,1,123,3
2,6,4,0.666667,0.222222,1.33333,1,0.591647,0.887471,1,23,20
2,4,2,0.5,0.125,1.0,1,0.715338,1.43068,1,55,9
2,11,9,0.818182,0.334711,1.63636,1,0.463314,0.566273,1,641,1
2,10,8,0.8,0.32,1.6,1,0.480126,0.600158,1,33,29
2,14,12,0.857143,0.367347,1.71429,1,0.425137,0.495993,1,1,1
